category,return_net_5y
ALTERNATIVE,15.31
ALTERNATIVE,17.6
ALTERNATIVE,24.57
ALTERNATIVE,25.08
ALTERNATIVE,13.13
ALTERNATIVE,9.18
ALTERNATIVE,21.46
ALTERNATIVE,20.55
ALTERNATIVE,25.19
ALTERNATIVE,24.01
ALTERNATIVE,18.1
ALTERNATIVE,26.07
ALTERNATIVE,11.52
ALTERNATIVE,19.29
ALTERNATIVE,16.58
ALTERNATIVE,16.88
ALTERNATIVE,7.85
ALTERNATIVE,6.46
ALTERNATIVE,14.22
ALTERNATIVE,19.59
ALTERNATIVE,11.91
ALTERNATIVE,11.91
ALTERNATIVE,8.58
ALTERNATIVE,11.91
ALTERNATIVE,15.65
ALTERNATIVE,6.69
ALTERNATIVE,11.3
ALTERNATIVE,15.61
ALTERNATIVE,19.91
ALTERNATIVE,21.68
ALTERNATIVE,21.25
ALTERNATIVE,21.25
ALTERNATIVE,20.51
ALTERNATIVE,15.23
ALTERNATIVE,25.25
ALTERNATIVE,18.26
ALTERNATIVE,21.17
ALTERNATIVE,20.32
ALTERNATIVE,25.12
ALTERNATIVE,21.53
ALTERNATIVE,25.07
ALTERNATIVE,21.29
ALTERNATIVE,2.73
ALTERNATIVE,13.77
ALTERNATIVE,24.86
ALTERNATIVE,21.76
ALTERNATIVE,21.58
ALTERNATIVE,4.33
ALTERNATIVE,4.33
ALTERNATIVE,10.45
ALTERNATIVE,12.01
ALTERNATIVE,10.23
ALTERNATIVE,13.57
ALTERNATIVE,12.42
ALTERNATIVE,16.36
ALTERNATIVE,1.99
ALTERNATIVE,13.7
ALTERNATIVE,16.47
ALTERNATIVE,15.19
ALTERNATIVE,12.57
ALTERNATIVE,12.59
ALTERNATIVE,11.69
ALTERNATIVE,2.14
ALTERNATIVE,-0.07
ALTERNATIVE,5.23
ALTERNATIVE,0.87
ALTERNATIVE,2.7
ALTERNATIVE,1.3
ALTERNATIVE,11.53
ALTERNATIVE,13.71
ALTERNATIVE,9.88
ALTERNATIVE,3.46
ALTERNATIVE,9.79
ALTERNATIVE,13.48
ALTERNATIVE,10.42
ALTERNATIVE,19.35
ALTERNATIVE,20.04
ALTERNATIVE,19.54
ALTERNATIVE,13.99
ALTERNATIVE,14.08
ALTERNATIVE,13.98
ALTERNATIVE,8.85
ALTERNATIVE,14.04
ALTERNATIVE,14.51
ALTERNATIVE,14.85
ALTERNATIVE,3.17
ALTERNATIVE,1.33
ALTERNATIVE,3.22
ALTERNATIVE,4.17
ALTERNATIVE,1.14
ALTERNATIVE,8.44
ALTERNATIVE,2.67
ALTERNATIVE,4.53
ALTERNATIVE,5.89
ALTERNATIVE,7.27
ALTERNATIVE,14.24
ALTERNATIVE,8.25
ALTERNATIVE,14.8
ALTERNATIVE,14.86
ALTERNATIVE,14.42
ALTERNATIVE,13.64
ALTERNATIVE,14.76
ALTERNATIVE,1.58
ALTERNATIVE,1.75
ALTERNATIVE,1.84
ALTERNATIVE,15.35
ALTERNATIVE,16.38
ALTERNATIVE,-5.14
ALTERNATIVE,-18.54
ALTERNATIVE,2.19
ALTERNATIVE,-2.97
ALTERNATIVE,-9.59
ALTERNATIVE,2.32
ALTERNATIVE,-25.39
ALTERNATIVE,-10.05
ALTERNATIVE,-47.02
ALTERNATIVE,14.75
ALTERNATIVE,-45.4
ALTERNATIVE,46.03
ALTERNATIVE,-45.98
ALTERNATIVE,-66.23
ALTERNATIVE,46.44
ALTERNATIVE,-24.74
ALTERNATIVE,-31.17
ALTERNATIVE,16.58
ALTERNATIVE,-29.69
ALTERNATIVE,0.05
ALTERNATIVE,5.28
ALTERNATIVE,-34.4
ALTERNATIVE,19.6
ALTERNATIVE,-41.95
ALTERNATIVE,40.14
ALTERNATIVE,-71.65
ALTERNATIVE,23.8
ALTERNATIVE,-43.21
ALTERNATIVE,-32.01
ALTERNATIVE,-40.39
ALTERNATIVE,42
ALTERNATIVE,-65.2
ALTERNATIVE,91.99
ALTERNATIVE,-44.45
ALTERNATIVE,36.88
ALTERNATIVE,-48.17
ALTERNATIVE,54.86
ALTERNATIVE,-2.54
ALTERNATIVE,-5.67
ALTERNATIVE,0.36
ALTERNATIVE,3.01
ALTERNATIVE,38.74
ALTERNATIVE,-27.67
ALTERNATIVE,28.05
ALTERNATIVE,-30.27
ALTERNATIVE,26.3
ALTERNATIVE,18.73
ALTERNATIVE,1.78
ALTERNATIVE,1.53
ALTERNATIVE,14.96
ALTERNATIVE,8.02
ALTERNATIVE,14.61
ALTERNATIVE,14.61
ALTERNATIVE,15.78
ALTERNATIVE,13.63
ALTERNATIVE,13.58
ALTERNATIVE,20.93
ALTERNATIVE,16.51
ALTERNATIVE,3.27
ALTERNATIVE,2.19
ALTERNATIVE,2.19
ALTERNATIVE,4.4
ALTERNATIVE,9.97
ALTERNATIVE,5.2
ALTERNATIVE,-6.51
ALTERNATIVE,14.61
ALTERNATIVE,13.63
ALTERNATIVE,13.37
ALTERNATIVE,12.89
ALTERNATIVE,14.97
ALTERNATIVE,13.56
ALTERNATIVE,14.91
ALTERNATIVE,14.77
ALTERNATIVE,14.35
ALTERNATIVE,14.35
ALTERNATIVE,0.88
ALTERNATIVE,0.9
ALTERNATIVE,1.14
ALTERNATIVE,14.45
ALTERNATIVE,14.45
ALTERNATIVE,14.72
ALTERNATIVE,0.3
ALTERNATIVE,0.3
ALTERNATIVE,0.56
ALTERNATIVE,7.78
ALTERNATIVE,7.79
ALTERNATIVE,8.05
ALTERNATIVE,15.96
ALTERNATIVE,15.97
ALTERNATIVE,16.26
ALTERNATIVE,12.73
ALTERNATIVE,12.7
ALTERNATIVE,14.33
ALTERNATIVE,14.32
ALTERNATIVE,14.63
ALTERNATIVE,14.26
ALTERNATIVE,13.98
ALTERNATIVE,13.96
ALTERNATIVE,8.3
ALTERNATIVE,7.14
ALTERNATIVE,-1.58
ALTERNATIVE,6.71
ALTERNATIVE,-2.66
ALTERNATIVE,2.15
ALTERNATIVE,-1.52
ALTERNATIVE,14.57
ALTERNATIVE,-5.62
ALTERNATIVE,10.94
ALTERNATIVE,4.58
ALTERNATIVE,1.35
ALTERNATIVE,2.64
ALTERNATIVE,10.68
ALTERNATIVE,5.03
ALTERNATIVE,-2.67
ALTERNATIVE,-7.32
ALTERNATIVE,-1.1
ALTERNATIVE,-6.2
ALTERNATIVE,-2.84
ALTERNATIVE,10.6
ALTERNATIVE,-2.16
ALTERNATIVE,6
ALTERNATIVE,6.26
ALTERNATIVE,3.98
ALTERNATIVE,6.29
ALTERNATIVE,4.58
ALTERNATIVE,5.8
ALTERNATIVE,-2.84
ALTERNATIVE,6.96
ALTERNATIVE,-5.45
ALTERNATIVE,7.64
ALTERNATIVE,17.15
ALTERNATIVE,-13.93
ALTERNATIVE,-24.44
ALTERNATIVE,-21.19
ALTERNATIVE,-10.13
ALTERNATIVE,-38.38
ALTERNATIVE,-14.11
ALTERNATIVE,-33.69
ALTERNATIVE,-12.81
ALTERNATIVE,-38.32
ALTERNATIVE,-5.73
ALTERNATIVE,-37.2
ALTERNATIVE,-16.24
ALTERNATIVE,-29.77
ALTERNATIVE,-16.88
ALTERNATIVE,-30.47
ALTERNATIVE,-32.53
ALTERNATIVE,-8.15
ALTERNATIVE,-4.99
ALTERNATIVE,-18.28
ALTERNATIVE,-1.53
ALTERNATIVE,-6.52
ALTERNATIVE,-49.49
ALTERNATIVE,-21.93
ALTERNATIVE,-36.11
ALTERNATIVE,-25.37
ALTERNATIVE,-20.59
ALTERNATIVE,-32.16
ALTERNATIVE,-22.74
ALTERNATIVE,-24.43
ALTERNATIVE,-10.7
ALTERNATIVE,-32.79
ALTERNATIVE,-5.95
ALTERNATIVE,-41.51
ALTERNATIVE,-42.97
ALTERNATIVE,10.22
ALTERNATIVE,20.46
ALTERNATIVE,-30.55
ALTERNATIVE,-11.94
ALTERNATIVE,13.72
ALTERNATIVE,-21.89
ALTERNATIVE,14.03
ALTERNATIVE,-13.78
ALTERNATIVE,-66.45
ALTERNATIVE,-46.7
ALTERNATIVE,1
ALTERNATIVE,-38
ALTERNATIVE,-8.38
ALTERNATIVE,7.45
ALTERNATIVE,7.28
ALTERNATIVE,8.35
ALTERNATIVE,7.28
ALTERNATIVE,12.31
ALTERNATIVE,11.93
ALTERNATIVE,12.34
ALTERNATIVE,12.37
ALTERNATIVE,11.86
ALTERNATIVE,13.57
ALTERNATIVE,13
ALTERNATIVE,1.38
ALTERNATIVE,6.28
ALTERNATIVE,2.69
ALTERNATIVE,12.15
ALTERNATIVE,11.62
ALTERNATIVE,1.5
ALTERNATIVE,2.31
ALTERNATIVE,5.77
ALTERNATIVE,5.67
ALTERNATIVE,6.67
ALTERNATIVE,1.64
ALTERNATIVE,1.56
ALTERNATIVE,2.57
ALTERNATIVE,0.32
ALTERNATIVE,1.25
ALTERNATIVE,0.41
ALTERNATIVE,1.05
ALTERNATIVE,1.95
ALTERNATIVE,0.97
ALTERNATIVE,1.86
ALTERNATIVE,2.07
ALTERNATIVE,2.98
ALTERNATIVE,0.7
ALTERNATIVE,1.23
ALTERNATIVE,1.53
ALTERNATIVE,2.06
ALTERNATIVE,2.21
ALTERNATIVE,-0.79
ALTERNATIVE,2.12
ALTERNATIVE,-0.88
ALTERNATIVE,3.23
ALTERNATIVE,0.2
ALTERNATIVE,5.87
ALTERNATIVE,7.7
ALTERNATIVE,11.78
ALTERNATIVE,14.42
ALTERNATIVE,11.58
ALTERNATIVE,5.18
ALTERNATIVE,6.42
ALTERNATIVE,6.56
ALTERNATIVE,9.87
ALTERNATIVE,9.75
ALTERNATIVE,9.92
ALTERNATIVE,9.84
ALTERNATIVE,10.1
ALTERNATIVE,10.25
ALTERNATIVE,19.44
ALTERNATIVE,7.46
ALTERNATIVE,7.68
ALTERNATIVE,8.3
ALTERNATIVE,12.6
ALTERNATIVE,12.82
ALTERNATIVE,10.08
ALTERNATIVE,2.44
ALTERNATIVE,11.13
ALTERNATIVE,8.67
ALTERNATIVE,7.25
ALTERNATIVE,7.19
ALTERNATIVE,13.82
ALTERNATIVE,14.19
ALTERNATIVE,15.04
ALTERNATIVE,14.69
ALTERNATIVE,14.92
ALTERNATIVE,14.64
ALTERNATIVE,15.15
ALTERNATIVE,15.17
ALTERNATIVE,15.08
ALTERNATIVE,15.13
ALTERNATIVE,4.93
ALTERNATIVE,4.97
ALTERNATIVE,4.74
ALTERNATIVE,4.87
ALTERNATIVE,14.77
ALTERNATIVE,14.72
ALTERNATIVE,14.75
ALTERNATIVE,7.63
ALTERNATIVE,8.12
ALTERNATIVE,7.57
ALTERNATIVE,11.39
ALTERNATIVE,10.97
ALTERNATIVE,10.97
ALTERNATIVE,12.97
ALTERNATIVE,11.22
ALTERNATIVE,7.28
ALTERNATIVE,7.3
ALTERNATIVE,7.17
ALTERNATIVE,7.25
ALTERNATIVE,9.79
ALTERNATIVE,-0.15
ALTERNATIVE,-0.13
ALTERNATIVE,-0.25
ALTERNATIVE,-0.18
ALTERNATIVE,1.23
ALTERNATIVE,1.33
ALTERNATIVE,8.68
ALTERNATIVE,8.68
ALTERNATIVE,8.53
ALTERNATIVE,8.63
ALTERNATIVE,2.69
ALTERNATIVE,2.78
ALTERNATIVE,14.84
ALTERNATIVE,14.86
ALTERNATIVE,14.66
ALTERNATIVE,14.81
ALTERNATIVE,18.99
ALTERNATIVE,19
ALTERNATIVE,9.05
ALTERNATIVE,8.89
ALTERNATIVE,9.05
ALTERNATIVE,14.51
ALTERNATIVE,7.28
ALTERNATIVE,-0.15
ALTERNATIVE,0.62
ALTERNATIVE,0.72
ALTERNATIVE,14.72
ALTERNATIVE,14.74
ALTERNATIVE,14.54
ALTERNATIVE,14.69
ALTERNATIVE,15.38
ALTERNATIVE,15.07
ALTERNATIVE,15.06
ALTERNATIVE,15.07
ALTERNATIVE,14.99
ALTERNATIVE,15.04
ALTERNATIVE,1.97
ALTERNATIVE,1.96
ALTERNATIVE,1.97
ALTERNATIVE,1.82
ALTERNATIVE,1.93
ALTERNATIVE,17.67
ALTERNATIVE,5.85
ALTERNATIVE,9.9
ALTERNATIVE,9.59
ALTERNATIVE,15.75
ALTERNATIVE,10.62
ALTERNATIVE,8.36
ALTERNATIVE,6.22
ALTERNATIVE,5.88
ALTERNATIVE,-3.37
ALTERNATIVE,-2.39
ALTERNATIVE,16.56
ALTERNATIVE,8.94
ALTERNATIVE,15.18
ALTERNATIVE,19.02
ALTERNATIVE,12.73
ALTERNATIVE,15.2
ALTERNATIVE,9.41
ALTERNATIVE,10.43
ALTERNATIVE,8.52
ALTERNATIVE,6.35
ALTERNATIVE,24.24
ALTERNATIVE,18.06
ALTERNATIVE,5.12
ALTERNATIVE,9.76
ALTERNATIVE,-4.62
ALTERNATIVE,11.96
ALTERNATIVE,6.5
ALTERNATIVE,16.3
ALTERNATIVE,11.66
ALTERNATIVE,9.79
ALTERNATIVE,18.35
ALTERNATIVE,16.62
ALTERNATIVE,9.07
ALTERNATIVE,16.29
ALTERNATIVE,-13.66
ALTERNATIVE,10.95
ALTERNATIVE,14.96
ALTERNATIVE,16.14
ALTERNATIVE,13.77
ALTERNATIVE,-0.83
ALTERNATIVE,13.22
ALTERNATIVE,13.04
ALTERNATIVE,13.34
ALTERNATIVE,14.22
ALTERNATIVE,12.35
ALTERNATIVE,12.17
ALTERNATIVE,15.36
ALTERNATIVE,13.06
ALTERNATIVE,17.1
ALTERNATIVE,19.59
ALTERNATIVE,13.75
ALTERNATIVE,12.56
ALTERNATIVE,19.33
ALTERNATIVE,15.68
ALTERNATIVE,18.48
ALTERNATIVE,14.5
ALTERNATIVE,25.94
ALTERNATIVE,23.84
ALTERNATIVE,-22.48
ALTERNATIVE,8.76
ALTERNATIVE,7.04
ALTERNATIVE,13.61
ALTERNATIVE,15.03
ALTERNATIVE,12.27
ALTERNATIVE,3.48
ALTERNATIVE,12.92
ALTERNATIVE,9.1
ALTERNATIVE,21.08
ALTERNATIVE,11.82
ALTERNATIVE,19.03
ALTERNATIVE,6.65
ALTERNATIVE,11.25
ALTERNATIVE,12.83
ALTERNATIVE,14.55
ALTERNATIVE,14.72
ALTERNATIVE,12.24
ALTERNATIVE,4.97
ALTERNATIVE,9.81
ALTERNATIVE,11.16
ALTERNATIVE,6.98
ALTERNATIVE,7.35
ALTERNATIVE,7.02
ALTERNATIVE,7.66
ALTERNATIVE,9.01
ALTERNATIVE,4.78
ALTERNATIVE,0.6
ALTERNATIVE,14.73
ALTERNATIVE,0
ALTERNATIVE,0.01
EQUITY,5.04
EQUITY,3.28
EQUITY,5
EQUITY,4.6
EQUITY,1.61
EQUITY,2.03
EQUITY,2.62
EQUITY,4.91
EQUITY,2.26
EQUITY,3.93
EQUITY,5.18
EQUITY,3.52
EQUITY,7.14
EQUITY,11.27
EQUITY,11.98
EQUITY,-11.57
EQUITY,-8.92
EQUITY,-8.29
EQUITY,23.39
EQUITY,19.86
EQUITY,20.77
EQUITY,21.26
EQUITY,3.24
EQUITY,2.24
EQUITY,2.23
EQUITY,2.24
EQUITY,2.2
EQUITY,18.34
EQUITY,6.06
EQUITY,11.45
EQUITY,15.14
EQUITY,3.79
EQUITY,4.86
EQUITY,14.67
EQUITY,-9.62
EQUITY,14.3
EQUITY,13.36
EQUITY,18.87
EQUITY,17.25
EQUITY,13.06
EQUITY,13.06
EQUITY,13.06
EQUITY,13.79
EQUITY,12.57
EQUITY,12.46
EQUITY,9.44
EQUITY,11.54
EQUITY,17.31
EQUITY,12.97
EQUITY,12.63
EQUITY,11.58
EQUITY,4.63
EQUITY,5.12
EQUITY,1.49
EQUITY,1.46
EQUITY,6.86
EQUITY,19.31
EQUITY,15.48
EQUITY,12.84
EQUITY,11.35
EQUITY,6.15
EQUITY,17.17
EQUITY,-5.5
EQUITY,6.64
EQUITY,10.86
EQUITY,0.19
EQUITY,0.07
EQUITY,17.18
EQUITY,5.65
EQUITY,16.88
EQUITY,12.23
EQUITY,12.83
EQUITY,12.41
EQUITY,12.95
EQUITY,9.72
EQUITY,5.25
EQUITY,5.63
EQUITY,5.79
EQUITY,5.79
EQUITY,5.56
EQUITY,5.58
EQUITY,5.93
EQUITY,6.16
EQUITY,8.38
EQUITY,8.38
EQUITY,8.38
EQUITY,18.18
EQUITY,1.46
EQUITY,11.12
EQUITY,12.23
EQUITY,3.21
EQUITY,9.98
EQUITY,11.02
EQUITY,-1.77
EQUITY,-0.83
EQUITY,9.7
EQUITY,10.83
EQUITY,18.17
EQUITY,12.42
EQUITY,13.62
EQUITY,7.26
EQUITY,8
EQUITY,0.58
EQUITY,6.67
EQUITY,-0.99
EQUITY,10.43
EQUITY,8.79
EQUITY,8.24
EQUITY,-6.49
EQUITY,8.36
EQUITY,1.97
EQUITY,-3.53
EQUITY,-12.57
EQUITY,12.43
EQUITY,7.64
EQUITY,-2.14
EQUITY,14.5
EQUITY,-13.16
EQUITY,-9.61
EQUITY,1.46
EQUITY,17.65
EQUITY,-14.76
EQUITY,20.86
EQUITY,6.74
EQUITY,3.11
EQUITY,-19.83
EQUITY,9.73
EQUITY,9.43
EQUITY,9.44
EQUITY,9.42
EQUITY,11.54
EQUITY,9.92
EQUITY,9.72
EQUITY,13.56
EQUITY,11.95
EQUITY,6.2
EQUITY,5.54
EQUITY,1.36
EQUITY,1.6
EQUITY,8.01
EQUITY,14.21
EQUITY,14.51
EQUITY,14.45
EQUITY,15.38
EQUITY,15.67
EQUITY,14.87
EQUITY,12.69
EQUITY,3.6
EQUITY,1.39
EQUITY,3.57
EQUITY,1.78
EQUITY,4.22
EQUITY,2.09
EQUITY,2.55
EQUITY,-9.74
EQUITY,10.02
EQUITY,10.91
EQUITY,9.93
EQUITY,24.3
EQUITY,11.7
EQUITY,12.78
EQUITY,12.06
EQUITY,13.18
EQUITY,12.9
EQUITY,-2.87
EQUITY,13.38
EQUITY,5.19
EQUITY,2.03
EQUITY,12.75
EQUITY,15.61
EQUITY,4.77
EQUITY,12.31
EQUITY,11.59
EQUITY,12.74
EQUITY,12.46
EQUITY,12.37
EQUITY,11.65
EQUITY,12.76
EQUITY,12.5
EQUITY,13.43
EQUITY,12.7
EQUITY,13.85
EQUITY,13.54
EQUITY,13.42
EQUITY,12.61
EQUITY,13.79
EQUITY,13.5
EQUITY,13.47
EQUITY,12.04
EQUITY,14.42
EQUITY,15.01
EQUITY,-1.47
EQUITY,17.99
EQUITY,18.6
EQUITY,16.37
EQUITY,13.92
EQUITY,23.94
EQUITY,11.68
EQUITY,17.48
EQUITY,16.2
EQUITY,14.36
EQUITY,2.55
EQUITY,12.44
EQUITY,14.43
EQUITY,11.94
EQUITY,14.86
EQUITY,11.89
EQUITY,16.13
EQUITY,13.11
EQUITY,14.26
EQUITY,-0.37
EQUITY,14.4
EQUITY,15.06
EQUITY,14.83
EQUITY,19.82
EQUITY,17.87
EQUITY,16.17
EQUITY,13.02
EQUITY,-7.27
EQUITY,13.78
EQUITY,13.49
EQUITY,14.01
EQUITY,13.9
EQUITY,13.05
EQUITY,11.86
EQUITY,13.62
EQUITY,11.57
EQUITY,10.91
EQUITY,10.91
EQUITY,12.13
EQUITY,10.05
EQUITY,11.43
EQUITY,9
EQUITY,13.77
EQUITY,13.74
EQUITY,13.67
EQUITY,13.65
EQUITY,13.6
EQUITY,10.08
EQUITY,10.07
EQUITY,9.98
EQUITY,10.42
EQUITY,9.83
EQUITY,10
EQUITY,10.38
EQUITY,6.41
EQUITY,10.7
EQUITY,10.71
EQUITY,10.27
EQUITY,11.37
EQUITY,11.94
EQUITY,11.94
EQUITY,18.37
EQUITY,18.44
EQUITY,18.08
EQUITY,18.79
EQUITY,19.72
EQUITY,11.58
EQUITY,10.72
EQUITY,11.59
EQUITY,10.64
EQUITY,11.14
EQUITY,12.27
EQUITY,12.27
EQUITY,11.96
EQUITY,12.59
EQUITY,12.84
EQUITY,19.16
EQUITY,19.15
EQUITY,19.05
EQUITY,19.05
EQUITY,19.31
EQUITY,19.05
EQUITY,19.05
EQUITY,14.55
EQUITY,14.54
EQUITY,14.43
EQUITY,14.69
EQUITY,14.44
EQUITY,14.45
EQUITY,9.13
EQUITY,9.12
EQUITY,9.29
EQUITY,9.03
EQUITY,9.04
EQUITY,16.88
EQUITY,16.86
EQUITY,16.72
EQUITY,17.07
EQUITY,16.74
EQUITY,16.75
EQUITY,10.7
EQUITY,10.68
EQUITY,10.9
EQUITY,10.9
EQUITY,10.61
EQUITY,10.63
EQUITY,14.78
EQUITY,4.31
EQUITY,8.17
EQUITY,-2.8
EQUITY,2.35
EQUITY,10.22
EQUITY,8.18
EQUITY,-3.15
EQUITY,4.22
EQUITY,10.51
EQUITY,0
EQUITY,11.67
EQUITY,7.17
EQUITY,-3.38
EQUITY,-3.19
EQUITY,4.9
EQUITY,-2.33
EQUITY,1.25
EQUITY,11.24
EQUITY,-5.6
EQUITY,14.39
EQUITY,11.29
EQUITY,2.05
EQUITY,2.73
EQUITY,2.83
EQUITY,14.68
EQUITY,8.17
EQUITY,3.86
EQUITY,4.01
EQUITY,1.34
EQUITY,3.79
EQUITY,1.3
EQUITY,8.33
EQUITY,8.34
EQUITY,8.29
EQUITY,11.28
EQUITY,8.3
EQUITY,9.8
EQUITY,9.21
EQUITY,9.21
EQUITY,12.67
EQUITY,16.46
EQUITY,16.77
EQUITY,16.77
EQUITY,15.43
EQUITY,14.77
EQUITY,16.01
EQUITY,19.49
EQUITY,9.72
EQUITY,6.86
EQUITY,6.57
EQUITY,4.63
EQUITY,12.11
EQUITY,4.13
EQUITY,4.16
EQUITY,3.33
EQUITY,6.01
EQUITY,6.01
EQUITY,7.68
EQUITY,8.03
EQUITY,9.86
EQUITY,10.18
EQUITY,4.74
EQUITY,2.84
EQUITY,9.11
EQUITY,6.36
EQUITY,8.17
EQUITY,4.31
EQUITY,6.74
EQUITY,7.19
EQUITY,8.17
EQUITY,9.97
EQUITY,10.26
EQUITY,9.79
EQUITY,9.65
EQUITY,9.75
EQUITY,9.23
EQUITY,9.48
EQUITY,9.97
EQUITY,7.5
EQUITY,11.36
EQUITY,8.54
EQUITY,4.7
EQUITY,8.2
EQUITY,6.79
EQUITY,3.11
EQUITY,3.09
EQUITY,2.49
EQUITY,2.66
EQUITY,3.06
EQUITY,8.55
EQUITY,13.66
EQUITY,20.36
EQUITY,2.59
EQUITY,13.34
EQUITY,19.28
EQUITY,17.96
EQUITY,14.24
EQUITY,16.08
EQUITY,14.56
EQUITY,17
EQUITY,15.27
EQUITY,9.98
EQUITY,8.88
EQUITY,9.43
EQUITY,9.44
EQUITY,9.83
EQUITY,8.29
EQUITY,10.78
EQUITY,6.44
EQUITY,8.06
EQUITY,11.79
EQUITY,15.54
EQUITY,1.86
EQUITY,21.08
EQUITY,8.37
EQUITY,19.62
EQUITY,14.56
EQUITY,-2.16
EQUITY,-2.21
EQUITY,5.17
EQUITY,-2.05
EQUITY,-2.08
EQUITY,7.4
EQUITY,7.36
EQUITY,7.46
EQUITY,-2.41
EQUITY,7.5
EQUITY,20.34
EQUITY,7.31
EQUITY,9.07
EQUITY,12.67
EQUITY,10.63
EQUITY,10.93
EQUITY,5.31
EQUITY,15.29
EQUITY,-1.32
EQUITY,13.9
EQUITY,13.48
EQUITY,14.23
EQUITY,14.83
EQUITY,12.42
EQUITY,13.94
EQUITY,13.48
EQUITY,16.06
EQUITY,13.97
EQUITY,5.86
EQUITY,5.88
EQUITY,5.9
EQUITY,12.95
EQUITY,11.36
EQUITY,13.12
EQUITY,18.75
EQUITY,10.76
EQUITY,5.26
EQUITY,14.35
EQUITY,9.85
EQUITY,13.19
EQUITY,4.9
EQUITY,13
EQUITY,13.58
EQUITY,22.11
EQUITY,22.11
EQUITY,22.11
EQUITY,13.68
EQUITY,12.52
EQUITY,12.52
EQUITY,12.53
EQUITY,21.37
EQUITY,21.37
EQUITY,21.37
EQUITY,13.82
EQUITY,13.82
EQUITY,13.82
EQUITY,11.73
EQUITY,10.49
EQUITY,18.64
EQUITY,-0.03
EQUITY,3.69
EQUITY,14.06
EQUITY,12.61
EQUITY,13.99
EQUITY,12.71
EQUITY,12.77
EQUITY,12.53
EQUITY,4.91
EQUITY,2.5
EQUITY,3.12
EQUITY,3.7
EQUITY,10.38
EQUITY,9.52
EQUITY,15.81
EQUITY,2.32
EQUITY,9.27
EQUITY,2.63
EQUITY,15.83
EQUITY,13.14
EQUITY,0.59
EQUITY,-4.35
EQUITY,8.34
EQUITY,-6.71
EQUITY,-0.18
EQUITY,-0.07
EQUITY,1.28
EQUITY,1.82
EQUITY,2.23
EQUITY,2.22
EQUITY,5.34
EQUITY,0.87
EQUITY,10.31
EQUITY,13.45
EQUITY,10.39
EQUITY,10.23
EQUITY,10.31
EQUITY,15.46
EQUITY,15.66
EQUITY,15.55
EQUITY,9.6
EQUITY,9.78
EQUITY,9.68
EQUITY,13.38
EQUITY,13.57
EQUITY,13.46
EQUITY,13.52
EQUITY,10.58
EQUITY,10.77
EQUITY,10.66
EQUITY,11.61
EQUITY,10.88
EQUITY,9.39
EQUITY,10.92
EQUITY,10.12
EQUITY,11.07
EQUITY,11.06
EQUITY,10.82
EQUITY,11.46
EQUITY,11.62
EQUITY,8.46
EQUITY,12.13
EQUITY,9.78
EQUITY,10.87
EQUITY,11.24
EQUITY,11
EQUITY,9.27
EQUITY,10.05
EQUITY,9.19
EQUITY,10.6
EQUITY,8.74
EQUITY,8.21
EQUITY,6.84
EQUITY,6.24
EQUITY,17.34
EQUITY,17.36
EQUITY,8.39
EQUITY,8.18
EQUITY,15.83
EQUITY,16.14
EQUITY,11.99
EQUITY,11.99
EQUITY,16.79
EQUITY,9.49
EQUITY,7.1
EQUITY,13.17
EQUITY,10.71
EQUITY,16.01
EQUITY,13.49
EQUITY,17.79
EQUITY,14.79
EQUITY,13.93
EQUITY,13.95
EQUITY,14.5
EQUITY,15.19
EQUITY,15.07
EQUITY,13.73
EQUITY,18.72
EQUITY,19.03
EQUITY,14.52
EQUITY,13.66
EQUITY,13.67
EQUITY,14.8
EQUITY,5.36
EQUITY,17.25
EQUITY,9.51
EQUITY,6.83
EQUITY,5.11
EQUITY,8.16
EQUITY,36
EQUITY,0.23
EQUITY,1.04
EQUITY,13.76
EQUITY,1.43
EQUITY,1.65
EQUITY,15.45
EQUITY,15.69
EQUITY,14.26
EQUITY,3.94
EQUITY,4.14
EQUITY,-0.25
EQUITY,-0.04
EQUITY,16.86
EQUITY,17.11
EQUITY,16.85
EQUITY,17.07
EQUITY,19.63
EQUITY,19.9
EQUITY,8.11
EQUITY,8.31
EQUITY,8.37
EQUITY,19.35
EQUITY,19.6
EQUITY,14.56
EQUITY,14.73
EQUITY,14.56
EQUITY,14.74
EQUITY,14.69
EQUITY,14.9
EQUITY,10.09
EQUITY,10.31
EQUITY,8.11
EQUITY,-2.3
EQUITY,14.64
EQUITY,13.81
EQUITY,14.93
EQUITY,8.03
EQUITY,1.19
EQUITY,0.66
EQUITY,18.81
EQUITY,7.29
EQUITY,7.58
EQUITY,2.93
EQUITY,1.34
EQUITY,2.51
EQUITY,4.72
EQUITY,4.97
EQUITY,5.98
EQUITY,7.09
EQUITY,3.95
EQUITY,3.89
EQUITY,3.17
EQUITY,3.85
EQUITY,4.86
EQUITY,10.93
EQUITY,10.11
EQUITY,10.83
EQUITY,19.85
EQUITY,18.96
EQUITY,19.73
EQUITY,6.27
EQUITY,6.08
EQUITY,5.45
EQUITY,5.45
EQUITY,6.79
EQUITY,6.05
EQUITY,6.23
EQUITY,6.3
EQUITY,15.75
EQUITY,14.74
EQUITY,14.68
EQUITY,13.9
EQUITY,14.63
EQUITY,-2.48
EQUITY,-2.51
EQUITY,10.77
EQUITY,10.73
EQUITY,4.07
EQUITY,4.09
EQUITY,13.85
EQUITY,13.85
EQUITY,11.38
EQUITY,11.36
